PK_LAB_RESULT_ITEM_ID,obo
773009,CHEBI:17234
774006,CHEBI:17996
774008,CHEBI:22985
794002,CHEBI:27584
879002,CHEBI:17347
879003,CHEBI:35143
883002,PR:000003918
885002,CHEBI:35143
886003,CHEBI:35143
1184001,CHEBI:17996
1186001,CHEBI:16113
1186002,CHEBI:47775
1188002,CHEBI:26217
1188004,CHEBI:17855
1189002,CHEBI:47774
1189004,CHEBI:16737
1190001,CHEBI:132952
1240003,PR:000028269
1296001,CHEBI:36080
1298001,CHEBI:16526
1299001,CHEBI:36080
1300005,CHEBI:16737
1355001,CHEBI:7640
1357002,CHEBI:22985
1407002,CHEBI:17234
1407003,CHEBI:28358
1407005,CHEBI:47773
1407006,PR:000050353
1407007,CHEBI:26217
1407046,CHEBI:8069
1407081,CHEBI:141547
1407086,CHEBI:27563
1407095,CHEBI:4031
1407106,CHEBI:16714
1407112,CHEBI:4031
1407125,CHEBI:16714
1407144,CHEBI:22693
1408001,CHEBI:15379
1408003,CHEBI:47775
1408005,CHEBI:16990
1408006,CHEBI:17996
1408044,CHEBI:33298
1408045,CHEBI:22693
1408125,CHEBI:28358
1408127,PR:000029971
1408138,CHEBI:26712
1408139,CHEBI:143125
1409003,CHEBI:16113
1409005,CHEBI:16990
1409047,CHEBI:16236
1409067,CHEBI:8107
1409071,CHEBI:2663
1409080,CHEBI:2666
1409100,CHEBI:28001
1409139,CHEBI:60579
1409143,CHEBI:27958
1410002,CHEBI:22985
1410003,CHEBI:17855
1410004,PR:000003918
1410005,CHEBI:16990
1410006,CHEBI:26217
1410075,CHEBI:28694
1410080,CHEBI:7640
1410107,CHEBI:39867
1410128,CHEBI:168396
1411005,PR:000050343
1411006,CHEBI:17234
1411044,CHEBI:4551
1411045,CHEBI:4031
1411063,CHEBI:2150
1411071,CHEBI:9168
1411109,CHEBI:27563
1411139,CHEBI:26217
1411143,CHEBI:22720
1412003,CHEBI:39026
1412005,CHEBI:16990
1412015,PR:000005794
1412018,CHEBI:24103
1412019,CHEBI:17234
1412044,CHEBI:3387
1412045,CHEBI:22720
1412046,CHEBI:16714
1412077,PR:000003918
1412096,CHEBI:2637
1412125,CHEBI:4031
1413003,CHEBI:16526
1413007,PR:000050219
1413021,CHEBI:16134
1413046,CHEBI:28001
1413047,CHEBI:8107
1413068,CHEBI:17381
1413082,CHEBI:4710
1413119,CHEBI:3766
1413133,CHEBI:16990
1413140,CHEBI:132952
1413144,CHEBI:8069
1414004,CHEBI:47774
1414005,CHEBI:36080
1414006,CHEBI:16990
1414020,CHEBI:17230
1414045,CHEBI:28177
1414046,CHEBI:27958
1414091,CHEBI:28864
1414099,CHEBI:17833
1414117,CHEBI:64050
1414122,CHEBI:39867
1414126,CHEBI:4031
1414138,CHEBI:22985
1506001,CHEBI:35143
1507001,CHEBI:16526
1545001,PR:000003918
1548001,PR:000050343
2143001,CHEBI:15347
2313002,CHEBI:16737
2314001,CHEBI:39867
2317001,CHEBI:39867
2317002,CHEBI:16236
2426001,CHEBI:27958
2479001,CHEBI:16737
2581001,CHEBI:61049
2687002,CHEBI:17381
2805001,CHEBI:22985
2861002,CHEBI:3098
2911001,CHEBI:17347
3029003,CHEBI:16737
3127007,CHEBI:16000
3131008,CHEBI:17755
3234001,CHEBI:26217
3236001,CHEBI:26712
3238001,CHEBI:17996
3275002,CHEBI:46245
3495002,CHEBI:10034
3496001,CHEBI:27563
3502001,CHEBI:21241
3553002,CHEBI:28694
3599001,CHEBI:17347
3658001,CHEBI:68641
3825001,CHEBI:22720
3885001,CHEBI:141547
3993003,CHEBI:42797
3994001,CHEBI:16526
3995001,CHEBI:15379
4050001,CHEBI:47781
4264015,CHEBI:17933
4265013,CHEBI:36080
4265027,CHEBI:16113
4268016,CHEBI:86319
4269028,CHEBI:47774
4270016,PR:000003918
4316002,CHEBI:17234
4513014,CHEBI:30660
4513021,CHEBI:39026
4514020,CHEBI:47775
4517022,CHEBI:16113
4518012,PR:000029971
4527018,CHEBI:17230
4527038,CHEBI:17234
4527053,CHEBI:57589
4530033,CHEBI:17234
4530047,CHEBI:17234
4531048,CHEBI:3098
4531050,CHEBI:22693
4532050,CHEBI:17234
4532051,CHEBI:17126
4533003,CHEBI:16236
4533013,CHEBI:28544
4533043,PR:000005965
4534042,CHEBI:27958
4534051,CHEBI:17126
4586001,CHEBI:3756
4637001,CHEBI:28694
4734001,CHEBI:28864
4855068,PR:000003918
4855134,CHEBI:22693
4855143,CHEBI:22720
4855149,CHEBI:16990
4855188,CHEBI:3219
4855264,CHEBI:17698
4855266,CHEBI:16113
4855279,CHEBI:3756
4855280,CHEBI:3766
4855285,CHEBI:27958
4855286,CHEBI:16714
4855424,CHEBI:4887
4855457,CHEBI:15379
4855470,CHEBI:24103
4855512,CHEBI:17234
4855553,CHEBI:35143
4855661,CHEBI:24996
4855669,PR:000050329
4855671,CHEBI:39026
4855672,CHEBI:39026
4855723,CHEBI:17423
4855866,CHEBI:16526
4855900,CHEBI:26217
4855909,CHEBI:15379
4855917,CHEBI:26217
4855954,PR:000013429
4855969,CHEBI:28001
4856006,CHEBI:86319
4856069,PR:000003918
4856077,CHEBI:2663
4856143,CHEBI:22720
4856149,CHEBI:16990
4856200,CHEBI:22985
4856201,CHEBI:3306
4856209,CHEBI:17126
4856264,CHEBI:17996
4856265,CHEBI:16113
4856277,PR:000027247
4856363,CHEBI:28544
4856422,CHEBI:16236
4856505,PR:000001351
4856512,CHEBI:17234
4856513,CHEBI:17234
4856514,CHEBI:17234
4856589,CHEBI:36080
4856655,CHEBI:6437
4856661,CHEBI:28358
4856669,PR:000050367
4856711,CHEBI:35143
4856762,CHEBI:30660
4856777,CHEBI:64050
4856801,CHEBI:35143
4856866,CHEBI:16526
4856891,CHEBI:8107
4857006,CHEBI:17933
4857039,CHEBI:26217
4857053,PR:000003707
4857069,PR:000003918
4857076,CHEBI:2611
4857080,CHEBI:16134
4857247,PR:000005794
4857265,CHEBI:16113
4857278,CHEBI:47780
4857284,CHEBI:27638
4857285,CHEBI:27958
4857317,CHEBI:16737
4857354,CHEBI:47781
4857416,CHEBI:33568
4857424,CHEBI:16236
4857456,CHEBI:15379
4857502,CHEBI:17833
4857513,CHEBI:17234
4857532,CHEBI:32139
4857535,CHEBI:47775
4857661,CHEBI:24996
4857668,PR:000050327
4857669,CHEBI:39026
4857670,CHEBI:47774
